category,datetime,headline,id,image,related,source,summary,url,date
company,1725631560,Funds With $350 Billion Are Exposed to S&P’s New Index-Cap Rules,129749111,https://media.zenfs.com/en/bloomberg_markets_842/aca0b363b67ad4d1c8fab13f4a7b62be,AAPL,Yahoo,"(Bloomberg) -- Index-tracking stock funds with $350 billion in assets are due for a big revamp later this month, after S&P Dow Jones Indices retooled its rules to curb the dominance of the largest companies.Most Read from BloombergWorld's Second Tallest Tower Spurs Debate About Who Needs ItThe Plan for the World’s Most Ambitious Skyscraper RenovationMadrid to Ban E-Scooter Rentals, Following Lead Set in ParisThe Outsized Cost of Expanding US RoadsHow Air Conditioning Took Over the American Offic",https://finnhub.io/api/news?id=06cd981bdd8019d9f1ea05c4360c887228b3268552d3b6e40fa5014f677eceae,2024-09-06
company,1725631200,Why Now May Be the Time to Invest in Small-Cap Stocks,129745834,https://s.yimg.com/ny/api/res/1.2/kqCVaEI80jBr0lAWiAm89A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/wsj.com/f7bb7110617a4f4e5c1be9ec33056deb,AAPL,Yahoo,Lower interest rates and a stabilizing economy could fuel a rally in smaller companies after years of lagging performance.,https://finnhub.io/api/news?id=e77ee495c961bb83df889f0f3540c760c0717d87a5d6c5fbed31851cf3c3a1c5,2024-09-06
company,1725628500,"The Zacks Analyst Blog Highlights Apple, Tesla, NextEra Energy, Investors Title and Autoscope Technologies",129746965,https://media.zenfs.com/en/zacks.com/ca927092ba2727c566abf9570a667e49,AAPL,Yahoo,"Apple, Tesla, NextEra Energy, Investors Title and Autoscope Technologies are part of the Zacks top Analyst Blog.",https://finnhub.io/api/news?id=f3a71e04b22029e010059434af7346089a1b1542a745a3d2c64522bb744a916a,2024-09-06
company,1725626520,EPS growth for the Mag 7 is decelerating - NDR,129749274,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=f09080a5df2cf2e73d73135d6503325c87364b072b3be67aac237ea4943c8dd3,2024-09-06
company,1725624062,"Apple To Unveil AI iPhone 16 With Oracle, Adobe Earnings Due: Action Plan",129745344,https://media.zenfs.com/en/ibd.com/a84d681862b769e6eb7b1174447b4e9f,AAPL,Yahoo,"The AI-enabled Apple iPhone 16 will be unveiled Monday, while Oracle and Adobe release AI-enhanced earnings during the week. Inflation reports are on tap.",https://finnhub.io/api/news?id=3c3299d9b76adb2adfdf15fadb10a957151368b7ebc3cd671137ec4a70332b7a,2024-09-06
company,1725623117,Here is Why Baron Technology Fund Increased its Holdings in Apple (AAPL),129749121,https://media.zenfs.com/en/insidermonkey.com/32a877472d13d269a9512661f52b111b,AAPL,Yahoo,"Baron Funds, an investment management company, released its “Baron Technology Fund” second quarter 2024 investor letter. A copy of the letter can be downloaded here. After a slow start to the quarter, U.S. stocks increased steadily in May and June. In the second quarter, the fund rose 7.09% (Institutional Shares) underperforming an 11.38% return for […]",https://finnhub.io/api/news?id=659e262c9614b19ca22e730b5ea23fe40d829a329911ce9d43aa8a20f005f580,2024-09-06
company,1725620414,Everything to Expect From Apple’s iPhone 16 Launch on Sept. 9,129749124,https://s.yimg.com/ny/api/res/1.2/risfwjA5H.C5YLh1k1Vw0Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTk-/https://media.zenfs.com/en/bloomberg_technology_68/dea5227ebf39acd5f9b709a51fd80a2b,AAPL,Yahoo,"(Bloomberg) -- Apple Inc.’s most important event of the year takes place Monday, when the company will roll out its latest iPhones and set the stage for a new artificial intelligence platform.Most Read from BloombergWorld's Second Tallest Tower Spurs Debate About Who Needs ItThe Plan for the World’s Most Ambitious Skyscraper RenovationMadrid to Ban E-Scooter Rentals, Following Lead Set in ParisThe Outsized Cost of Expanding US RoadsHow Air Conditioning Took Over the American OfficeThe event kick",https://finnhub.io/api/news?id=bd53689ce6324b4b81d39976de4237a9a11e081a1de859f1e10749fadaf711ae,2024-09-06
company,1725618900,"Broadcom Couldn’t Rescue the AI Boom, Why Apple Needs to Be the Hero. And 5 Other Things to Know Today.",129749125,https://s.yimg.com/ny/api/res/1.2/PSSOjkx2vXEH0pyZJrPlcA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/9d99adb8dde60a6a6473a9cc8b63f02a,AAPL,Yahoo,"Trump wants Musk for his government efficiency panel, this economic yardstick is raising hope U.S. can avoid recession, and more news to start your day.",https://finnhub.io/api/news?id=8f1036ae68ad1ab47ebfccee0b2737cd9fe92fc50ac765f4dd792fd8a5debba1,2024-09-06
company,1725618600,Warren Buffett Cut His Stake in Apple. Should You?,129743949,https://g.foolcdn.com/editorial/images/788974/person-holding-a-smartphone-and-a-mug.jpg,AAPL,Yahoo,"The Oracle of Omaha isn't giving up on Apple, though. Far from it.",https://finnhub.io/api/news?id=20ddfe82ceea29a33b8c70c7c2dae380c04d70e4e925335ec37df7541647c517,2024-09-06
company,1725617700,Broadcom Faces Pressure Despite Strong AI Revenue Outlook,129749275,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=cee43e4a10ed08f3af506baca033b6c404af03a02b3b491b8f35168ba8070cc9,2024-09-06
company,1725617410,Comparative Analysis Of Apple's Legal Challenges Across Jurisdictions,129745208,,AAPL,Finnhub,"Apple Inc. has become the subject of multiple antitrust investigations across various jurisdictions worldwide recently, regarding the allegations on abusing its dominant position by preventing...",https://finnhub.io/api/news?id=7e22ce232347dfd57732543430f17a8470befe5c980978fab84a234423984ae3,2024-09-06
company,1725614760,Apple approves WeChat update as talks with Tencent over app fees continue - report,129749480,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=54ecdfd44fd2d6aa844c9325370b4cd34affbbadd55ba2e37b58150a9a883df5,2024-09-06
company,1725612600,Warren Buffett's Firm Reduces Stake in Bank of America,129746097,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6fb721b37926f3bf3d43b201b3e35b1be3141145f5674f078c4d8f1c6b129fe0,2024-09-06
company,1725611580,2 Hidden Lessons Warren Buffett's Massive Apple Stock Sale Can Teach Every Investor,129743950,https://g.foolcdn.com/editorial/images/789510/getty-images-iphone-apple.png,AAPL,Yahoo,"Buffett will likely have more to say later, but investors can learn a lot just from watching his actions.",https://finnhub.io/api/news?id=42284167cad181a9b9d342055da88c90f68d2be9acf058f4f405d3942d880256,2024-09-06
company,1725611040,"Morning Brew: Broadcom's Buying Opportunity, NIO's Upgrade, and UiPath's Surge",129748016,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=d6578ee372b2582e008be118fa2ae8b3df95470edc454f07f16185f307c56345,2024-09-06
company,1725610500,2 Dow Jones Stocks Billionaires Are Buying,129741232,https://g.foolcdn.com/editorial/images/789490/analyst-stocks.jpg,AAPL,Yahoo,These professionals see more upside for these top stocks.,https://finnhub.io/api/news?id=46d60829d1611a8b2fbf18e49b9f1132dee648c6a7c37cd8fc241d00bd8f43ad,2024-09-06
company,1725610200,The Market Just Got Serious - Here’s What To Do,129764533,,AAPL,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8a6011d9c9de00b0f4caa63499208d4bbc85265e5cfd813d05871a7367d7c48b,2024-09-06
company,1725610200,Break Up Google,129764534,,AAPL,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=9cc44802963e4970b12b7333dfd4e486cf8eaf5a9a4f4a5ff99b8e888a3fee56,2024-09-06
company,1725610200,AI Streaming Scammer Hits a Sour Note: $10M Fraud Unveiled,129768696,,AAPL,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=652d7ee43c639345e2340b7f7c169962fcb0490e786e1c7158b0bbd63c369941,2024-09-06
company,1725610200,"Apple App Store revenue up 12% in fiscal Q4 to date, says BofA",129769141,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=f10841923c96d57284a822633bd7e17fa3e4877ebb1511f2e6dc5f5ba790bf9b,2024-09-06
company,1725610200,"PayPal introduces new rewards, cash back offers, in-store access",129764765,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=bf57fc86a478632b264c6517099c04364faff24d0eaeeaec51216f824cad275a,2024-09-06
company,1725610200,"Apple's in-house 5G shipments to replace Qualcomm's 5G chips, says Ming-Chi Kuo",129769139,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=623161e7a1a116d6546831b2987d9be8ec99ad18f5aa6b495336796cd38e9156,2024-09-06
company,1725610200,What You Missed On Wall Street On Friday,129764459,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=7c044b6ed056f1d0ebdd72538c31aaa713a2955ae725bb88f298ed2d1151342f,2024-09-06
company,1725610200,"September Volatility Returns As Labor Cools, Bets On Large Fed Rate Cut Intensify, Semiconductors Plunge: This Week In The Markets",129764659,,AAPL,Benzinga,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8ae5ce676f45503707fa964ace4ff1169c8eb1eb3a242817dba95b6d9759d119,2024-09-06
company,1725610020,"Aside From Nvidia, There Is 1 Other ""Magnificent Seven"" Stock That Stands Above the Rest. The Reason Why May Surprise You.",129742439,https://g.foolcdn.com/editorial/images/788856/meta-meta-platforms-stock-investing-money.jpg,AAPL,Yahoo,Get the goods on what stock is an under-the-radar star.,https://finnhub.io/api/news?id=bcf0e23652d9459b5fbc5cdc5e5e758bd515db06f03e54759a40cb3a484487e4,2024-09-06
company,1725609900,"Meet the Supercharged Growth Stock That Could Join Apple, Microsoft, and Nvidia in the $2 Trillion Club by 2029",129740846,https://g.foolcdn.com/editorial/images/789575/a-computer-chip-embedded-in-a-circuit-board-with-the-letters-ai-embossed-on-the-top.jpg,AAPL,Yahoo,"Semiconductors are laying the foundation of the artificial intelligence (AI) revolution, and this company is the linchpin.",https://finnhub.io/api/news?id=8ace3ea24a237d86b0f2681a717f8b13ef67de38a90ed4c66383257109ddc28a,2024-09-06
company,1725608475,Apple (AAPL) Rose in Anticipation of the Incorporation of AI in iPhone 16,129740847,https://media.zenfs.com/en/insidermonkey.com/7db1e81394737ccf7aef8e5ca0fdb246,AAPL,Yahoo,"Investment advisory firm Ithaka Group released the “Ithaka US Growth Strategy” second-quarter 2024 investor letter. A copy of the letter can be downloaded here. The second quarter of 2024 saw a surge in optimism among global markets, driven by the anticipation of a looser monetary policy from the Federal Reserve and the ongoing development prospects presented […]",https://finnhub.io/api/news?id=2fd4c3d428493b153e0130f05413014c67d7583795861d437e776de84e35fb50,2024-09-06
company,1725604785,IGPT: A High Fee Fund That Lacks The Right Holdings Mix,129743224,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1817371218/image_1817371218.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Invesco AI and Next Gen Software ETF lacks best mix of holdings to capture returns in AI and next-gen software industries. See why IGPT warrants a sell rating.,https://finnhub.io/api/news?id=194e85fabece54f8217a179a759c1349600ca764764b177d5d851dccb81458bf,2024-09-06
company,1725597180,"Market Today: Bitcoin Slumps, Coinbase Faces Regulatory Pressure, and Tesla Shines",129754115,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e9e7d65a6b8099b3dcd6480c9fb8c25f4eee63561a2c269f7680d49efe0c95bf,2024-09-06
company,1725597000,Apple’s iPhone Event Is Near. The Stock Could Use a Boost.,129740848,https://s.yimg.com/ny/api/res/1.2/n1x.AJ8aSqfW09NDD9b2pQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/2ca309683268afa3f56aeb49dc4882ee,AAPL,Yahoo,"According to Dow Jones Market Data, since the launch of the first iPhone in 2007, the stock drops an average of 0.3% on the day of the announcement.",https://finnhub.io/api/news?id=e7c47301ad6d0f8f178279520f38d37e82ca7fd91ed81ed95070f3504a585b2d,2024-09-06
company,1725595220,The FT Money Machine: how we transformed an iconic invention for virtual reality,129740849,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,AAPL,Yahoo,The most important question to ask yourself when considering building a digital version of a 75-year-old hydraulic computer is also the most...,https://finnhub.io/api/news?id=aafbe5dfdd233d73030b043bbcfbfa73376b50f60bd4457f8051d9b53de5a422,2024-09-06
company,1725593460,Trade Overview: Where Gurus Found Value in the 2nd Quarter,129754543,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=52fe5720f5254c5e50591eeb6199acaa4b8ef46d5bb1707d0235711f1cf1f97f,2024-09-06
company,1725592199,"Low Valuation, Strong Results, Upcoming Catalysts Make PayPal Stock A Buy",129740119,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1172295249/image_1172295249.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,PayPal's strong Q2 results and growth potential make its stock a buy for conservative investors despite competition concerns. See why PYPL stock is a Buy.,https://finnhub.io/api/news?id=3b6c4a960419bad2b16cfb01e1b580303d3500a28c63e00e4f60d39e663af6c3,2024-09-06
company,1725590580,The State of the AI Arms Race,129737564,https://g.foolcdn.com/editorial/images/789384/mfm_31.jpg,AAPL,Yahoo,Author Jeremy Kahn helps us think about the future.,https://finnhub.io/api/news?id=e8c99a8a551e1631b09e727b8789eb94ab8d23260b3f191c69779180ffa0f8b5,2024-09-06
company,1725588060,"Catalyst Watch: Apple's iPhone event, Oracle earnings, Google antitrust trial, and the August CPI print",129749799,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=20e380412a6403ceccd75d8a9a39b1031f4546d0e0e6be42b9ceea14ab1236a3,2024-09-06
company,1725575604,Broadcom Slides After Sluggish Non-AI Sales Hurt Forecast,129740851,https://media.zenfs.com/en/bloomberg_technology_68/d249c6fdb36b585fb354db547a92f13e,AAPL,Yahoo,"(Bloomberg) -- Broadcom Inc., a chip supplier for Apple Inc. and other big tech companies, fell in late trading after delivering a disappointing sales forecast, hurt by the portion of its business that isn’t tied to artificial intelligence. Most Read from BloombergWorld's Second Tallest Tower Spurs Debate About Who Needs ItThe Outsized Cost of Expanding US RoadsMadrid to Ban E-Scooter Rentals, Following Lead Set in ParisHow Air Conditioning Took Over the American OfficeHong Kong’s Arts Hub Turns",https://finnhub.io/api/news?id=76adaa1dc60deff8726f12da73949952c958bf1d1329be13768c44ca20e73aae,2024-09-05
company,1725575580,Veteran fund manager views Warren Buffett moves as worrisome,129740852,,AAPL,Yahoo,The S&P 500 stock index has climbed 16% year to date.,https://finnhub.io/api/news?id=10c63334604e3a58f78ba7a4631dd771bc201276ca5f841fad0b27bd35d323b6,2024-09-05
company,1725574104,Apple Inc. (AAPL): Trending AI Stock on Latest Analyst Ratings and News,129740853,https://s.yimg.com/ny/api/res/1.2/e1QwhqQiBt5ecLL5Qx6Rkg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/bd47dc2e86b4a3086f845d200d9daf1f,AAPL,Yahoo,"We recently compiled a list of the 20 Trending AI Stocks on Latest Analyst Ratings and News. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other trending AI stocks. Artificial intelligence (AI) stocks have taken a beating over the past few days, merely weeks after a […]",https://finnhub.io/api/news?id=452c058aac448da21c5b2f46ea8417eac362e08f73a5145394fb09a62621750a,2024-09-05
company,1725573400,How Apple’s Highly Anticipated iPhone 16 Launch Event Could Affect Its Stock,129736892,https://www.investopedia.com/thmb/4j69B56dcNDdrBXZG45ULqv1v1M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2169269226-e19fdd7496fd44ac84a216430bd78c28.jpg,AAPL,Yahoo,Apple is expected to unveil its highly anticipated iPhone 16 supercharged with artificial intelligence features on Monday. Here's how the event could affect Apple's stock price.,https://finnhub.io/api/news?id=6d3dd145ea6e77a0de558e076468c31d2e7ff7dae5861bbe3360764415ae8a09,2024-09-05
company,1725569983,"Qualcomm working on mixed-reality glasses with Google, Samsung",129737568,https://s.yimg.com/ny/api/res/1.2/Lf0ra7zhp_pb9fYVM69f0A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2024-08/ae800a00-6bc9-11ef-9ff7-91fd9837c39e,AAPL,Yahoo,"Qualcomm (QCOM), Alphabet's Google (GOOG, GOOGL), and Samsung (005930.KS) announced a partnership last year, but the specifics remained unclear until recently. It has now it has been revealed in an interview with Qualcomm's CEO that the companies are collaborating on new mixed-reality glasses. TechRadar Editor-at-Large Lance Ulanoff joins Market Domination to discuss this development. Ulanoff observes that the market for mixed reality headsets has proven to be ""a struggle"" for many companies. He references Apple's (AAPL) Vision Pro, noting that while the product is ""incredible,"" it likely hasn't sold the way Apple would have liked. Ulanoff points out that Qualcomm-Google's focus on smart glasses rather than a headset could potentially yield better results. As far as features, Ulanoff notes to capture consumer attention the glasses have to have two key things. First they have to be ""excellent looking,"" and secondly the display technology must allow for an ""overlaying of the world in front of you."" For more expert insight and the latest market action, click here to watch this full episode of Market Domination. This post was written by Angel Smith",https://finnhub.io/api/news?id=a679db59527ec21ae751bd209aa7576a5b12f4cad9bf46cd061140f4217ce698,2024-09-05
company,1725569080,What Wall Street Analysts Think of Apple Stock Ahead of Monday's iPhone 16 Event,129740856,https://www.investopedia.com/thmb/ic2YEZAATAuWy4aBq00nBg0MFzc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2165933920-5161c35d60bf4fa8b90175282a6a720d.jpg,AAPL,Yahoo,Most analysts covering Apple tracked by Visible Alpha were bullish on the iPhone maker's stock leading up to the expected iPhone 16 launch set for Monday.,https://finnhub.io/api/news?id=0b72409d6ec2decb1af830cd2f0de3322bad84d543f8bce8f7cc17827fb91479,2024-09-05
company,1725568200,"Top Stock Reports for Apple, Tesla & NextEra Energy",129737732,https://media.zenfs.com/en/zacks.com/ca927092ba2727c566abf9570a667e49,AAPL,Yahoo,"Today's Research Daily features new research reports on 16 major stocks, including Apple Inc. (AAPL), Tesla, Inc. (TSLA) and NextEra Energy, Inc. (NEE), as well as two micro-cap stocks Investors Title Company (ITIC) and Autoscope Technologies Corporation (AATC).",https://finnhub.io/api/news?id=bdb449d665ba228a107c7b6dece610cb1180bd261190c2b9b7a2bfea7ce24e63,2024-09-05
company,1725564673,Apple Inc. (AAPL): An AI Stock You Should Not Have Missed,129740858,https://s.yimg.com/ny/api/res/1.2/e1QwhqQiBt5ecLL5Qx6Rkg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/bd47dc2e86b4a3086f845d200d9daf1f,AAPL,Yahoo,"We recently compiled a list of the AI News You Should Not Have Missed. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against the other AI stocks. Artificial intelligence (AI) is the new buzzword that is attracting the attention of almost everyone on Wall Street. The sector, characterized […]",https://finnhub.io/api/news?id=dfbfe8819ec9e88a7c2680d35d8244fd6424ff08f060d1d1fe5a6ec992913223,2024-09-05
company,1725560270,Apple iPhone 16 event: What to expect from the AI-packed 'Glowtime' show,129740859,https://s.yimg.com/ny/api/res/1.2/Cikl8SGPrsmhCtU3FI_KDQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-09/0c5082b0-6baa-11ef-bf7c-5b0958ab218c,AAPL,Yahoo,"Apple will hold its annual iPhone event on Monday, Sept. 9. Here's what you can expect form the show.",https://finnhub.io/api/news?id=bbe2566b7a6d7aaf15e50da93a39596869e4e0f3ca0ea3abe82664ce5c9faec4,2024-09-05
