category,datetime,headline,id,image,related,source,summary,url,date
company,1730821566,"How Apple, Amazon and Tesla did as Mag 7 release earnings results",131074489,https://s.yimg.com/ny/api/res/1.2/B7PLl3Ut8m8dOwf9r9x24A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NDM-/https://s.yimg.com/os/creatr-uploaded-images/2024-10/1f7237e0-950c-11ef-9d7e-b0fa94fa5235,TSLA,Yahoo,"Most of the Magnificent 7 tech firms, including Meta, Microsoft and Apple. have released earnings. Find out if Big Tech is still a winner.",https://finnhub.io/api/news?id=5f86bca12d72261ee199d9707dea86d057e90ae0717f8bf3cd7d6368cc4cad6c,2024-11-05
company,1730819220,Tesla Stock Soars as Investors Weigh Impact of Trump and Harris,131074490,https://s.yimg.com/ny/api/res/1.2/7ir4lwMzsRP0vQ4E64Chow--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/Barrons.com/b087952e14654ee7e3996d3199173b98,TSLA,Yahoo,STOCKSTOWATCHTODAY BLOG  Who is better for Tesla stock—Trump or Harris? It might not matter. Tesla stock was soaring early on Tuesday before any major results were known.  Who is better isn’t an easy question to answer.,https://finnhub.io/api/news?id=a41c356fd374a9b440e0cc51a9f62e75c59ced4656e11d327947447fc324bc68,2024-11-05
company,1730818800,Are Tech Valuations Stretched to The Breaking Point? The Most Likely Answer May Surprise You,131074492,https://g.foolcdn.com/editorial/images/796468/concerned-investor_med.jpg,TSLA,Yahoo,Tech giants' seemingly high valuations may actually understate their true worth as artificial intelligence reshapes the global economy.,https://finnhub.io/api/news?id=0ca9a1eed135e479b4ba2d632da3844307c52c1e5eb40aee470492552231925c,2024-11-05
company,1730818373,Tesla soars in German trade,131109064,,TSLA,MarketWatch,Tesla soars in German trade,https://finnhub.io/api/news?id=448597bf12f849f1ee757ffc05e012cc24cdbdf18b0e0c831fddcb6b05ef0455,2024-11-05
company,1730815380,Companies Holding Bitcoin on Their Balance Sheets: A Strategic Investment,131074495,,TSLA,Yahoo,"As the adoption of cryptocurrency increases, major American companies are incorporating Bitcoin onto their balance sheet as an investment and store of value.",https://finnhub.io/api/news?id=adda4d655df2387e0d99419fd6205d7958697893b1c0177a3019405cb1ee88c8,2024-11-05
company,1730811600,"Should Netflix Replace Tesla in the ""Magnificent Seven""?",131072140,https://g.foolcdn.com/editorial/images/795895/building-with-netflix-logo-on-top_netflix.jpg,TSLA,Yahoo,These two industry-leading enterprises have disrupted their end markets.,https://finnhub.io/api/news?id=a085ffeded9f242aee52141670501b63ef88e73e3f5c4b784132764462e6a019,2024-11-05
company,1730811600,"Why Tesla, Musk are winners if Trump wins: Strategist",131072139,https://s.yimg.com/ny/api/res/1.2/gW_tszrto0Vvh6ldwpKFYQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2024-10/f3e43ba0-9b73-11ef-bfdf-e308c025437b,TSLA,Yahoo,"On the eve of the election, Yahoo Finance Executive Editor Brian Sozzi spoke with Larry McDonald, founder of The Bear Traps Report and author of ""How to Listen When Markets Speak,"" about Tesla's (TSLA) performance if Trump wins the presidency. McDonald explained that ""if Trump wins, Musk is gonna have a very heavy hand in influencing—and basically negotiating— and try to put forth his agenda for the green agenda for Tesla."" However, McDonald did warn that Trump trades ""have a huge downside if Kamala wins."" If that is the case, McDonald is looking at cannabis, solar, and healthcare as key Harris trades. For full episodes of Opening Bid, watch on our website or listen on your favorite podcast platform.",https://finnhub.io/api/news?id=71e04467b73a3d000993ce1f675c20673205d78dd31dc306a5e075a4e4d27aaa,2024-11-05
company,1730810280,"Zacks Investment Ideas feature highlights: Arista Networks, Tesla and ServiceNow",131072142,https://media.zenfs.com/en/zacks.com/31bd29e54b1564eed55c540c698fcb76,TSLA,Yahoo,"Arista Networks, Tesla and ServiceNow are part of the Zacks Investment Ideas article.",https://finnhub.io/api/news?id=f0cd3eb352ff0ff7a92665e66ffa99ea8adac297bd1237f1036d54e518e39b09,2024-11-05
company,1730804899,"Musk now says it's 'pointless' to build a $25,000 Tesla for human drivers",131074503,https://media.zenfs.com/en/reuters.com/c5285042ec94345d7146440b738774aa,TSLA,Yahoo,"(Reuters) -When Reuters reported in April that Tesla had scrapped plans for a long-promised, next-generation $25,000 electric vehicle, the automaker’s stock plunged.  Chief Executive Elon Musk rushed to respond on X, his social-media network.  Tesla’s stock recovered some of its losses.",https://finnhub.io/api/news?id=afab20bfb2fb36f6ef6843639f638ed33ff49021cd10574a32cb92cd2897787b,2024-11-05
company,1730802600,Uber’s Real Threat Isn’t From Robots,131070203,https://s.yimg.com/ny/api/res/1.2/42l2v9QRKIR27K4LMjxlQA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/wsj.com/3c083e2d5143068a1d1731a344d3cb31,TSLA,Yahoo,"The ride-hailing pioneer is contending with slowing bookings growth, rising insurance costs and an alliance between DoorDash and Lyft.",https://finnhub.io/api/news?id=c85496fc676dba71c78eedefeebd1fa4052264902eaecc62b8ef343cd0f7d648,2024-11-05
company,1730801804,Taiwan sales plunge 18% in October,131070204,https://www.just-auto.com/wp-content/uploads/sites/30/2024/11/ToyotaCorollaCross.jpg,TSLA,Yahoo,The sharp decline was largely attributed to two major typhoons that hit the country last month.,https://finnhub.io/api/news?id=8683768e961a00344569e6da6608a9d37de81b8281b725f0146e86923d7c930c,2024-11-05
company,1730801760,"Tesla Stock Is Up as Investors Weigh Pros and Cons of Trump, Harris Administrations",131070205,,TSLA,Yahoo,"Who is better for  Tesla  stock—Trump or Harris?  There are positives and negatives for Tesla no matter who wins.  “Investors have been asking us often about if Trump gets in the White House again and wins this election is it good or bad for Tesla,” wrote Wedbush analyst Dan Ives in a recent report.",https://finnhub.io/api/news?id=e1196cfd2d3fae582c3f93f004721ecec6362bc9d93c871fec71d81869b27e5c,2024-11-05
company,1730800860,A SpaceX Surprise and Two More Things to Know From Musk’s Talk With Joe Rogan,131070206,,TSLA,Yahoo,Tesla CEO Elon Musk spent two and a half hours chatting with Joe Rogan recently. The conversation ranged from politics to cars to space.,https://finnhub.io/api/news?id=156737b2d4690daec6e1b03265c0c74d3b22ff2cbbfd25f8a5e5ed38fe6a756d,2024-11-05
company,1730800071,Tesla increases wages for staff at German gigafactory by 4%,131070207,https://media.zenfs.com/en/reuters-finance.com/e2bb3fd63c3c6a32ef517433866f087c,TSLA,Yahoo,"BERLIN (Reuters) -Tesla has raised the wages of all employees at its German gigafactory outside Berlin by 4% since the start of November, the U.S. electric carmaker said on Tuesday.  German union IG Metall, which has long criticized working conditions at the Gruenheide site, was not involved, added Tesla.",https://finnhub.io/api/news?id=4230f877eb9b839e192f18c2aec3be56c0eb4b0124c64ea440b26a222368f900,2024-11-05
company,1730799887,EV Company News For The Month Of October 2024,131072858,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1156032395/image_1156032395.jpg?io=getty-c-w1536,TSLA,SeekingAlpha,"Global electric car sales surge in Sept. 2024, with China leading the way.",https://finnhub.io/api/news?id=d317bd52e46050a61f060307702db663059b54b703bbe7fa2613071cfe376314,2024-11-05
company,1730785502,"Big Tech stocks rally, as tech now drives S&P 500 more than on Election Day 2016",131108832,,TSLA,MarketWatch,"Big Tech stocks rally, as tech now drives S&P 500 more than on Election Day 2016",https://finnhub.io/api/news?id=a0d9165d0219f88c3b43a24425818177ceea1fcf60ddc1694a8df18985a740b9,2024-11-05
company,1730783002,Musk No 'Useful Idiot' Under Trump 2.0: Strategy Risks,131068590,,TSLA,Finnhub,"-- Geopolitical and data analysis firm Strategy Risks says Tesla's heavy exposure to China is a threat to the EV maker, as it tries to navigate an increasingly-adversarial relationship between...",https://finnhub.io/api/news?id=8132783645b92886dff6e1bf4b98d2ab8cc701ac5497a992ad4c2a71f24a0b36,2024-11-05
company,1730782071,Tesla increases wages at German gigafactory by 4%,131068475,,TSLA,Finnhub,"Tesla has raised the wages of all employees at its gigafactory outside Berlin by 4% since the start of November, the U.S. carmaker said on Tuesday. Immediately after the announcement of...",https://finnhub.io/api/news?id=7077a8ac75b1bbf5020eb0bf3f195f807a746eaf0cf1a5367fa5ece1e90521a2,2024-11-05
company,1730781060,"Tesla Inc. stock rises Tuesday, outperforms market",131109066,,TSLA,MarketWatch,"Tesla Inc. stock rises Tuesday, outperforms market",https://finnhub.io/api/news?id=ef0c866f66a7cdc369943d763c2618d3b53682e0370be332b5300ebf914ddc9f,2024-11-05
company,1730779050,Google Q3: Management Remains Composed Amid AI Engine Threat (Rating Upgrade),131068012,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/517519150/image_517519150.jpg?io=getty-c-w1536,TSLA,SeekingAlpha,"Google's Q3 earnings beat expectations, with strong revenue growth driven by YouTube and Cloud services. See why GOOG stock is a Buy.",https://finnhub.io/api/news?id=313009ec5b2fd2e1df99a54c3f7a2c1fdcd1973986a6964d18c8d56f5881150d,2024-11-05
company,1730774854,Hunting For Magnificent Growth Next Year? Check Out These 7 Stocks.,131087335,,TSLA,DowJones,Hunting For Magnificent Growth Next Year? Check Out These 7 Stocks.,https://finnhub.io/api/news?id=341db83e6d39b546fa647c3d1a32905ae1333aeef8ed2d40cd8836af4a99a164,2024-11-05
company,1730772000,"Meet Musk’s Fixer, the Powerful Executive Reshaping Tesla",131067056,https://s.yimg.com/ny/api/res/1.2/onuf4jx2spU5qAD18gp_8g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02MDA-/https://media.zenfs.com/en/wsj.com/2d571f277b0721e757f5e824a9c64ed2,TSLA,Yahoo,"Omead Afshar, known for his ability to mind-meld with the CEO, steps into the prominent role as the auto business confronts challenges.",https://finnhub.io/api/news?id=5fb0e608a3a59c8f21817c96d961bc0fd89314938f33fa4729bdd63219b61cff,2024-11-05
company,1730771701,Refine Your Stock Picks With This Customizable Tool. Here's How.,131087337,,TSLA,DowJones,Refine Your Stock Picks With This Customizable Tool. Here's How.,https://finnhub.io/api/news?id=2331f507c8fa4fa7a9cfc5a1e2a51607e63199f0feca45c80d972709be5cec67,2024-11-05
company,1730768281,Cathie Wood Sells Tesla Before Election; Musk Cabinet Position 'Not What Shareholders Want To See',131087588,,TSLA,DowJones,Cathie Wood Sells Tesla Before Election; Musk Cabinet Position 'Not What Shareholders Want To See',https://finnhub.io/api/news?id=b022b154ce78122f1e437ad83ba2ea8ae1b3c398968db09bd26013d2a235bf57,2024-11-05
company,1730759580,"AI Robot Trader Dumped Microsoft, Amazon Stocks and Went Defensive. Here’s What It Bought.",131075480,,TSLA,MarketWatch,"AI Robot Trader Dumped Microsoft, Amazon Stocks and Went Defensive. Here’s What It Bought.",https://finnhub.io/api/news?id=2cb392f6b1135b6acf532ebce9ab6d803029108c76c8044f45cdadb0d172c5df,2024-11-04
company,1730758725,Stocks in the consumer discretionary sector are recovering after years-long downturn,131075525,,TSLA,MarketWatch,Stocks in the consumer discretionary sector are recovering after years-long downturn,https://finnhub.io/api/news?id=c8415708355a7be0881a660808bc533b4dc461dc6c93c4bd9e703a540ecd9742,2024-11-04
company,1730757697,Dow Jones Rallies Ahead Of Election Results; AI Stock Palantir Soars On Earnings,131087347,,TSLA,DowJones,Dow Jones Rallies Ahead Of Election Results; AI Stock Palantir Soars On Earnings,https://finnhub.io/api/news?id=e3ae35a3bff4a7581af8cd44c57a945599bb2f9ac1a4f8bae95cfb5da6c112b7,2024-11-04
company,1730757660,"Large cryptocurrencies climb on Dogecoin, Avalanche increases",131075455,,TSLA,MarketWatch,"Large cryptocurrencies climb on Dogecoin, Avalanche increases",https://finnhub.io/api/news?id=b8ac1690e2573d3b12914a937be1ad55ef28e86876bf5ea666fb541d1ea3a30d,2024-11-04
company,1730752669,Critical court decisions loom for Elon Musk as he straddles politics and business,131067057,https://s.yimg.com/ny/api/res/1.2/AUIc95If2JF0398LeseLYA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDI-/https://s.yimg.com/os/creatr-uploaded-images/2024-10/a98ae960-9609-11ef-9ef2-afe628f4a7f7,TSLA,Yahoo,Elon Musk is facing consequential court rulings in the days and weeks ahead as one judge weighs the legality of his $1 million election sweepstakes while another decides if the Tesla CEO gets a $56 billion compensation package back.,https://finnhub.io/api/news?id=95c7fd79d6be0fc3fd45716d795e4baff71df4a214276be28eefe20c3032cf6f,2024-11-04
company,1730750398,Tesla Shares Slide In Pre-Market As Sales Of Elon Musk-Led Company's Made-In-China EVs Drop In October,131067059,https://media.zenfs.com/en/benzinga_79/1280677367ea125cb46480cb4d809206,TSLA,Yahoo,Tesla Inc (NASDAQ:TSLA) shares slid over 2% in pre-market trading on Monday after China Passenger Car Association (CPCA) data showed that its deliveries of China-made vehicles in October dropped 5.3% compared to the corresponding period last ...,https://finnhub.io/api/news?id=e3c255a59e599f081113095681dcb6c0e61c0a4f9a27557b6ca5608ec7926e76,2024-11-04
company,1730748240,"3 Momentum Stocks About to Surge (TSLA, NOW, ANET)",131063114,https://media.zenfs.com/en/zacks.com/70b81185fe8644003feb91877cca8288,TSLA,Yahoo,"Tesla, ServiceNow and Arista Networks are developing into some of the most compelling stocks in the market",https://finnhub.io/api/news?id=b82d67fde26b5eb6d10f680d6bbd456101ba4e9da4949970fec05f74c2bebfe2,2024-11-04
company,1730744116,"Shaq's Son Wanted A Tesla For Christmas After Getting Straight A's – 'You Ain't Getting No Tesla! You Better Get You A Charger, A V-6 At That'",131067061,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,TSLA,Yahoo,"On the Earn Your Leisure podcast in 2021, Shaquille O'Neal shared a parenting philosophy that's equal parts tough love and humor. Even with a net worth of $500 million, Shaq isn't handing out Teslas to his kids on a whim. His rule? They have to earn it. ""We ain't rich, I'm rich,"" he famously told them, making it clear they need to work for what they want – especially his sons. He admits the girls get a bit of a pass, but his sons? They're expected to build their paths to success, with multiple d",https://finnhub.io/api/news?id=6a55196cf734b0ba5b5b13f9222139845d90d474dd183f90e90c439f25ca31ae,2024-11-04
company,1730742136,Palantir pops while Trump-trades rally,131075705,,TSLA,MarketWatch,Palantir pops while Trump-trades rally,https://finnhub.io/api/news?id=a23bc5dea56a5a489f2a1c455ecf60e983c115a6409693ec47b622b35fc9d199,2024-11-04
company,1730737141,EVT: Diversification And Safe Haven Benefits,131060209,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1938074854/image_1938074854.jpg?io=getty-c-w1536,TSLA,SeekingAlpha,"The Eaton Vance Tax-Advantaged Dividend Income Fund offers an 8.23% yield, significantly higher than most domestic equity indices, making it appealing for income-focused investors.",https://finnhub.io/api/news?id=188e8f4152cc3f44c7d46c3418f998902578d238fd6b138899b0792e89430881,2024-11-04
company,1730733930,IUSG: Growth ETF Underperforming Its Peers,131059204,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1478479389/image_1478479389.jpg?io=getty-c-w1536,TSLA,SeekingAlpha,Learn about the iShares Core S&P U.S. Growth ETF (IUSG) with a concentrated tech portfolio and performance compared to popular growth funds.,https://finnhub.io/api/news?id=80693aab1e67f7c72cdcfbedba21484c3091d994ae430015dc31e08b34ede0f2,2024-11-04
company,1730733757,"Tesla and Uber Boost EV Incentives, Offering $2,000 for Eco-Friendly Driving",131060767,https://media.zenfs.com/en/us.finance.gurufocus/0e2d7d20a770bdea3b82b75a1aa0dc48,TSLA,Yahoo,Tesla and Uber Team Up Again to Fuel Shift Towards Sustainable Ride-Sharing,https://finnhub.io/api/news?id=9e75bbf80e6e693bc14960386016305669efb5eea553cd2f121728e4ce09a492,2024-11-04
company,1730733335,"Elon Musk Predicts 'The Most Fun' With A Second Trump Presidency. Mark Cuban Responds, 'Because Cratering The Economy Will Be A Blast'",131067063,https://media.zenfs.com/en/Benzinga/3716f1887c001d4de096ef8b12761616,TSLA,Yahoo,"Elon Musk, the billionaire CEO of Tesla (NASDAQ:TSLA) and SpaceX, recently expressed excitement on his social media platform X about a possible second term for Donald Trump as President of the United States. Musk called it “the most fun America has had in a while,” adding, “It’s gonna be awesome! ?” Because cratering the economy for a few years will be a blast ! https://t.co/20erjue5JQ — Mark Cuban (@mcuban) October 30, 2024 Don't Miss: Maker of the $60,000 foldable home has 3 factory buildings,",https://finnhub.io/api/news?id=622ceb0083ab1a013767db4afd2fea1b9d63f4be8adef50182062ac9dc911dbe,2024-11-04
company,1730732080,"Tesla FSD Fails to Detect Deer in Nighttime Collision, Raising Safety Concerns",131067064,https://media.zenfs.com/en/us.finance.gurufocus/8ba82588d577ce93efedc1c28e0acbe7,TSLA,Yahoo,Tesla's Vision-Based FSD System Misses Mark in Wildlife Encounter,https://finnhub.io/api/news?id=d831d466830d183ea9627ffc4b33fad4ea54223f79d4f5450078a4b0bea2df86,2024-11-04
company,1730731618,Tesla Stock Triggers Sell Signal As Booming BYD Eyes BEV Crown,131054941,https://media.zenfs.com/en/ibd.com/ff7ec626a5ec66fe2a88ea8b53174623,TSLA,Yahoo,Tesla stock triggered a sell signal. BYD is in a buy zone after revenue topped Tesla for the first time. The China EV giant eying the BEV crown too.,https://finnhub.io/api/news?id=1ba438e30de80045f961dd99b178d6110f448881609de40a8bc62cddd70bf0fd,2024-11-04
